,C_value,Accuracy
0,5,0.4466997338726301
1,10,0.4466997338726301
2,15,0.4466997338726301
3,20,0.4466997338726301
4,25,0.4466997338726301
5,30,0.4466997338726301
6,35,0.4466997338726301
7,40,0.4466997338726301
8,45,0.4466997338726301
9,50,0.4466997338726301
10,55,0.4466997338726301
11,60,0.4466997338726301
12,65,0.4465353953352431
13,70,0.4465353953352431
14,75,0.4465353953352431
15,80,0.4465353953352431
16,85,0.4465353953352431
17,90,0.4465353953352431
18,95,0.44686434270366415
19,100,0.44686434270366415
20,105,0.44686434270366415
21,110,0.44686434270366415
22,115,0.44686434270366415
23,120,0.44686434270366415
24,125,0.44686434270366415
25,130,0.44686434270366415
26,135,0.44686434270366415
27,140,0.44686434270366415
28,145,0.44686434270366415
29,150,0.44686434270366415
30,155,0.44686434270366415
31,160,0.44711085050974464
32,165,0.44711085050974464
33,170,0.44711085050974464
34,175,0.4471930197784382
35,180,0.4471930197784382
36,185,0.4471930197784382
37,190,0.4471930197784382
38,195,0.4471930197784382
39,200,0.4471930197784382
40,205,0.4471930197784382
41,210,0.4471930197784382
42,215,0.4471930197784382
43,220,0.4471930197784382
44,225,0.4471930197784382
45,230,0.4471930197784382
46,235,0.4471930197784382
47,240,0.4471930197784382
48,245,0.4471930197784382
49,250,0.4471930197784382
50,255,0.4471930197784382
51,260,0.4471930197784382
52,265,0.4471930197784382
53,270,0.4471930197784382
54,275,0.4471930197784382
55,280,0.4471930197784382
56,285,0.4471930197784382
57,290,0.4471930197784382
58,295,0.4471930197784382
59,300,0.4471930197784382
60,305,0.4471930197784382
61,310,0.4471930197784382
62,315,0.4471930197784382
63,320,0.4471930197784382
64,325,0.4471930197784382
65,330,0.4471930197784382
66,335,0.4471930197784382
67,340,0.4471930197784382
68,345,0.4471930197784382
69,350,0.4471930197784382
70,355,0.4471930197784382
71,360,0.4471930197784382
72,365,0.4471930197784382
73,370,0.4471930197784382
74,375,0.4471930197784382
75,380,0.4471930197784382
76,385,0.4471930197784382
77,390,0.4471930197784382
78,395,0.4471930197784382
79,400,0.4471930197784382
80,405,0.4471930197784382
81,410,0.4471930197784382
82,415,0.4471930197784382
83,420,0.4471930197784382
84,425,0.4471930197784382
85,430,0.4471930197784382
86,435,0.4471930197784382
87,440,0.4471930197784382
88,445,0.4471930197784382
89,450,0.4471930197784382
90,455,0.4471930197784382
91,460,0.4471930197784382
92,465,0.4471930197784382
93,470,0.4471930197784382
94,475,0.4471930197784382
95,480,0.4471930197784382
96,485,0.4471930197784382
97,490,0.4471930197784382
98,495,0.4471930197784382
99,500,0.4471930197784382
100,505,0.4471930197784382
101,510,0.4471930197784382
102,515,0.4471930197784382
103,520,0.4471930197784382
104,525,0.4471930197784382
105,530,0.4471930197784382
106,535,0.4471930197784382
107,540,0.4471930197784382
108,545,0.4471930197784382
109,550,0.4471930197784382
110,555,0.4471930197784382
111,560,0.4471930197784382
112,565,0.4471930197784382
113,570,0.4471930197784382
114,575,0.4471930197784382
115,580,0.4471930197784382
116,585,0.4471930197784382
117,590,0.4471930197784382
118,595,0.4471930197784382
119,600,0.4471930197784382
120,605,0.4471930197784382
121,610,0.4471930197784382
122,615,0.4471930197784382
123,620,0.4471930197784382
124,625,0.4471930197784382
125,630,0.4471930197784382
126,635,0.4471930197784382
127,640,0.4471930197784382
128,645,0.4471930197784382
129,650,0.4471930197784382
130,655,0.4471930197784382
131,660,0.4471930197784382
132,665,0.4471930197784382
133,670,0.4471930197784382
134,675,0.4471930197784382
135,680,0.4471930197784382
136,685,0.4471930197784382
137,690,0.4471930197784382
138,695,0.4471930197784382
139,700,0.4471930197784382
140,705,0.4471930197784382
141,710,0.4471930197784382
142,715,0.4471930197784382
143,720,0.4480968817340668
144,725,0.4480968817340668
145,730,0.4480968817340668
146,735,0.4480968817340668
147,740,0.4480968817340668
148,745,0.4480968817340668
149,750,0.4480968817340668
150,755,0.4480968817340668
151,760,0.4480968817340668
152,765,0.4480968817340668
153,770,0.4480968817340668
154,775,0.44727485131894146
155,780,0.44727485131894146
156,785,0.44727485131894146
157,790,0.44727485131894146
158,795,0.44727485131894146
159,800,0.44727485131894146
160,805,0.44760379868736255
161,810,0.4466169565820993
162,815,0.4466169565820993
163,820,0.4466169565820993
164,825,0.4466169565820993
165,830,0.4466169565820993
166,835,0.4466169565820993
167,840,0.4466169565820993
168,845,0.4466169565820993
169,850,0.4466169565820993
170,855,0.4466169565820993
171,860,0.4466169565820993
172,865,0.4466169565820993
173,870,0.4466169565820993
174,875,0.4466169565820993
175,880,0.4466169565820993
176,885,0.4466169565820993
177,890,0.4466169565820993
178,895,0.4466169565820993
179,900,0.4466169565820993
180,905,0.4466169565820993
181,910,0.4466169565820993
182,915,0.4466169565820993
183,920,0.4466169565820993
184,925,0.4466169565820993
185,930,0.4466169565820993
186,935,0.4466169565820993
187,940,0.4466169565820993
188,945,0.4466169565820993
189,950,0.4466169565820993
190,955,0.4466169565820993
191,960,0.4466169565820993
192,965,0.4466169565820993
193,970,0.4466169565820993
194,975,0.4466169565820993
195,980,0.4466169565820993
196,985,0.4466169565820993
197,990,0.4466169565820993
198,995,0.4466169565820993
199,1000,0.4466169565820993
