Trained On,tested_SC_cAMP,tested_SC_VitC,tested_ARPE
SC_cAMP,0.46609124537607893,0.26357801184990126,0.36632646071648745
SC_VitC,0.3263460748047678,0.69050362080316,0.6806630591136379
ARPE,0.3297163995067818,0.6842495062541145,0.6930611685731899
