,C_value,Accuracy
0,1,0.6896216966170442
1,6,0.6844805943604083
2,11,0.680373932377034
3,16,0.677634791761181
4,21,0.6749009278823184
5,26,0.6711308614707426
6,31,0.6701034662187415
7,36,0.6670177499190164
8,41,0.6653042422957129
9,46,0.6635924969318612
10,51,0.6625662704946758
11,56,0.6632500291701635
12,61,0.66153417789241
13,66,0.6608486569574705
14,71,0.6611911227108952
15,76,0.6601625526192597
16,81,0.6605056057925016
17,86,0.6601625526192598
18,91,0.6591333930995342
19,96,0.6577652863204686
20,101,0.6584502178273179
21,106,0.6598206682608337
22,111,0.6574228165504982
23,116,0.6570791779657119
24,121,0.6567361247924701
25,126,0.65536449951932
26,131,0.6543365148392286
27,136,0.6546795680124705
28,141,0.6553639141077755
29,146,0.6560482602030805
30,151,0.6553633266879583
31,156,0.6546778057530189
32,161,0.6553627372598683
33,166,0.6543335777401428
34,171,0.6543341671682328
35,176,0.6543341671682328
36,181,0.6550190986750821
37,186,0.6553615664367797
38,191,0.6553603936054182
39,196,0.6550173424404491
40,201,0.655701690544027
41,206,0.6553592247906024
42,211,0.6550173444487221
43,216,0.6539899451801752
44,221,0.6539905325999924
45,226,0.6536474794267505
46,231,0.6533044262535086
47,236,0.652961960500084
48,241,0.6526194947466594
49,246,0.6526200821664766
50,251,0.6533044282617816
51,256,0.6529613750885397
52,261,0.6529613750885397
53,266,0.6529613750885397
54,271,0.6529607876687226
55,276,0.6529619625083569
56,281,0.6536474814350235
57,286,0.6529631353397185
58,291,0.6529631353397185
59,296,0.6526206675780208
60,301,0.6522787872361405
61,306,0.6512513899758666
62,311,0.6512519773956839
63,316,0.6505664584690172
64,321,0.6505664584690172
65,326,0.6509089242224418
66,331,0.6509071639712632
67,336,0.6512502171445052
68,341,0.6515926828979298
69,346,0.6519351486513545
70,351,0.652277614404779
71,356,0.650906576551446
72,361,0.6509059891316289
73,366,0.6512490423048707
74,371,0.6505641107980213
75,376,0.6502210576247796
76,381,0.6502210576247796
77,386,0.6498774170317205
78,391,0.6498774170317205
79,396,0.6502198827851451
80,401,0.6502204681966894
81,406,0.650221641028051
82,411,0.6498785878548091
83,416,0.6495349472617501
84,421,0.6498774130151748
85,426,0.6491930669198698
86,431,0.648850013746628
87,436,0.6491918940885083
88,441,0.6491918940885083
89,446,0.649534359841933
90,451,0.649534359841933
91,456,0.6498774130151748
92,461,0.6498774130151748
93,466,0.6498774130151748
94,471,0.6495343598419329
95,476,0.6495343598419329
96,481,0.6491924795000525
97,486,0.6491918940885082
98,491,0.6491924795000525
99,496,0.6488500137466279
100,501,0.6481656676513229
