Trained On,tested_SC_cAMP,tested_SC_VitC,tested_ARPE
SC_cAMP,0.46083025071927664,0.18054641211323239,0.2004246866223714
SC_VitC,0.3301274147143444,0.6931369321922317,0.6779231454209192
ARPE,0.3301274147143444,0.6784891375905201,0.6955270908966368
