,C_value,Accuracy
0,0.1,0.6195882657357685
1,0.2,0.6216488031538887
2,0.30000000000000004,0.6273096442424814
3,0.4,0.6314267369305246
4,0.5,0.6283352716773527
5,0.6,0.6298830159222241
6,0.7000000000000001,0.631433396671061
7,0.8,0.6304037870879924
8,0.9,0.6298843341742069
9,1.0,0.6293662063604665
10,1.1,0.6273056757904085
11,1.2000000000000002,0.6257579520897238
12,1.3000000000000003,0.6262734160072496
13,1.4000000000000001,0.6273056757904085
14,1.5000000000000002,0.6273109898867132
15,1.6,0.6278251287041939
16,1.7000000000000002,0.6262840441998591
17,1.8000000000000003,0.6268008400654922
18,1.9000000000000001,0.6268008400654922
19,2.0,0.628348570614239
20,2.1,0.628866691579917
21,2.2,0.6283552098105888
22,2.3000000000000003,0.628873330776267
23,2.4000000000000004,0.629906922507533
24,2.5000000000000004,0.629906922507533
25,2.6,0.6293927836900524
26,2.7,0.6299055905594257
27,2.8000000000000003,0.629391451741945
28,2.9000000000000004,0.628873330776267
29,3.0000000000000004,0.626815450406299
30,3.1,0.626298654540666
31,3.2,0.6283605170588313
32,3.3000000000000003,0.6283578600106788
33,3.4000000000000004,0.6283605170588313
34,3.5000000000000004,0.6273309143238247
35,3.6,0.6268141184581917
36,3.7,0.6262999796407109
37,3.8000000000000003,0.6262999796407109
38,3.9000000000000004,0.6257831837750778
39,4.0,0.6257818586750329
40,4.1,0.6257805267269255
41,4.2,0.6262959906444513
42,4.3,0.6247495920438118
43,4.3999999999999995,0.6247549061401164
44,4.5,0.6252703700576422
45,4.6,0.6252703700576422
46,4.7,0.6268154435582367
47,4.8,0.6252703700576422
48,4.9,0.6247562312401614
