,C_value,Accuracy
0,1,0.6293662063604665
1,6,0.6206324993557686
2,11,0.6123863469909032
3,16,0.6072250275309222
4,21,0.6036207485603147
5,26,0.5994863953313747
6,31,0.5953732847915288
7,36,0.5922778236940351
8,41,0.5917570456802046
9,46,0.5938189218944945
10,51,0.5938229108907542
11,56,0.5938268998870138
12,61,0.5912442456588936
13,66,0.590207996879475
14,71,0.5886562841825308
15,76,0.5881394883168978
16,81,0.5876240175513096
17,86,0.5876213605031573
18,91,0.5855528519405799
19,96,0.584003796291788
20,101,0.5834963035187193
21,106,0.582468025883758
22,111,0.580403499469378
23,116,0.5814344273044295
24,121,0.5819485661219103
25,126,0.5824627049393909
26,131,0.5819498980700175
27,136,0.5824693509838029
28,141,0.5814384231487514
29,146,0.5814384231487514
30,151,0.5819565441144294
31,156,0.5798933496481568
32,161,0.5778341373300816
33,166,0.5783469510475172
34,171,0.5793792108306761
35,176,0.5793818678788285
36,181,0.5783496080956697
37,186,0.5788664039613027
38,191,0.5788637469131503
39,196,0.5788637469131503
40,201,0.5788637469131503
41,206,0.5793805427787834
42,211,0.5793792108306761
43,216,0.58041279571388
44,221,0.5809256094313157
45,226,0.5819578692144745
46,231,0.5824746650801076
47,236,0.581960526262627
48,241,0.5814424052969488
49,246,0.5809256094313158
50,251,0.5809256094313157
51,256,0.5819552121663222
52,261,0.5793845180789187
53,266,0.5809322486276655
54,271,0.5809322486276656
55,276,0.5799026458926589
56,281,0.580419441758292
57,286,0.580419441758292
58,291,0.5799066348889186
59,296,0.5824826362245646
60,301,0.5829994320901978
61,306,0.5814543585896033
62,311,0.5809375627239702
63,316,0.5809375627239702
64,321,0.5804247558545967
65,326,0.581969822507129
66,331,0.5814556836896483
67,336,0.5809415448721676
68,341,0.5814556836896483
69,346,0.5809402129240603
70,351,0.5809428699722126
71,356,0.5804260741065795
72,361,0.5809428699722126
73,366,0.5814596658378457
74,371,0.5819751297553715
75,376,0.5824919256210046
76,381,0.5824892685728522
77,386,0.5809442019203199
78,391,0.5809442019203199
79,396,0.5814609977859531
80,401,0.5824906005209595
81,406,0.5819724727072192
82,411,0.5830007503421806
83,416,0.5830007503421806
84,421,0.5814543585896033
85,426,0.5809402197721225
86,431,0.5804260809546419
87,436,0.5804300699509015
88,441,0.5809468658165347
89,446,0.5804300699509015
90,451,0.5783642184364765
91,456,0.5778487545189507
92,461,0.5778487545189507
93,466,0.5783628933364314
94,471,0.5783628933364314
95,476,0.5778460974707984
96,481,0.5768164947357918
97,486,0.5773332906014248
98,491,0.5773359476495773
99,496,0.5773359476495773
100,501,0.5773359476495773
