,C_value,Accuracy
0,1,0.4488357080908674
1,6,0.43732060652468896
2,11,0.4373256766615826
3,16,0.4401995888251123
4,21,0.43897008062839094
5,26,0.43650178289381714
6,31,0.43568212119505
7,36,0.4303373866608801
8,41,0.42992502595924
9,46,0.42992164239051733
10,51,0.43156942992604835
11,56,0.4311638259294729
12,61,0.43239755576281225
13,66,0.43362621545925767
14,71,0.43362959902798026
15,76,0.4307497786596617
16,81,0.4303373970932606
17,86,0.42910535382809256
18,91,0.4282831570608785
19,96,0.42746263642945526
20,101,0.4274601013610083
21,106,0.4282848331966691
22,111,0.42746938270213947
23,116,0.4262398745054183
24,121,0.42582665487112187
25,126,0.42705617350022357
26,131,0.4258207570987132
27,136,0.424588713833545
28,141,0.42540923446496837
29,146,0.42376651706633106
30,151,0.4212990573996526
31,156,0.4225251820276513
32,161,0.4225319387327161
33,166,0.4212982088993769
34,171,0.4217105800333975
35,176,0.4212990573996526
36,181,0.4208883728338031
37,186,0.42047347706371613
38,191,0.42006195442997124
39,196,0.42253025216454504
40,201,0.422528565596374
41,206,0.4225251820276513
42,211,0.42252771709609827
43,216,0.42088246462901413
44,221,0.4208816161287383
45,226,0.421702974828057
46,231,0.4212931387624832
47,236,0.4217071964646749
48,241,0.42129567383093003
49,246,0.4212982088993769
50,251,0.42253447380116305
51,256,0.42458956233382084
52,261,0.42499939839939466
53,266,0.4241763531319049
54,271,0.4241763531319049
55,276,0.42499939839939466
56,281,0.4254134561015864
57,286,0.4254134561015864
58,291,0.4254134561015864
59,296,0.42459124890199196
60,301,0.42458702726537406
61,306,0.4245878653332693
62,311,0.4250002364672899
63,316,0.4258215951666086
64,321,0.4254134456692059
65,326,0.425415132237377
66,331,0.42500107453518526
67,336,0.4245946116059537
68,341,0.42541681880554805
69,346,0.42500444767152745
70,351,0.4241822404719331
71,356,0.4241822404719331
72,361,0.4241822404719331
73,366,0.4245920765375068
74,371,0.4250019126030806
75,376,0.42541174866865433
76,381,0.42623142079980186
77,386,0.42705277949912046
78,391,0.4270536279993963
79,396,0.42746346406497004
80,401,0.4254058508962458
81,406,0.4249934797622251
82,411,0.42622889616373544
83,416,0.42622889616373544
84,421,0.4266404187974803
85,426,0.4266404187974803
86,431,0.4262305827319065
87,436,0.4262305827319065
88,441,0.4258207466663328
89,446,0.4254117591010348
90,451,0.4258232817347796
91,456,0.4254117591010348
92,461,0.42623311780035344
93,466,0.4258232817347797
94,471,0.4258232817347797
95,476,0.42500107453518526
96,481,0.4241780292676956
97,486,0.4237681932021218
98,491,0.4254117591010348
99,496,0.42582413023505544
100,501,0.42623396630062915
